year,state,category,count_thousands
1991,WA,LAMBS,1583.1
1991,TAS,LAMBS,555.9
1991,NSW,PIGS,1480.2
1991,VIC,PIGS,1012.7
1991,QLD,PIGS,1139.7
1991,SA,PIGS,598.6
1991,WA,PIGS,466.1
1991,TAS,PIGS,79.9
1992,NSW,BULLS_BULLOCKS_STEERS,1101.1
1992,VIC,BULLS_BULLOCKS_STEERS,798.7
1992,QLD,BULLS_BULLOCKS_STEERS,1680.4
1992,SA,BULLS_BULLOCKS_STEERS,253.0
1992,WA,BULLS_BULLOCKS_STEERS,246.0
1992,TAS,BULLS_BULLOCKS_STEERS,104.7
1992,NSW,COWS_HEIFERS,976.4
1992,VIC,COWS_HEIFERS,788.8
1992,QLD,COWS_HEIFERS,1119.1
1992,SA,COWS_HEIFERS,142.8
1992,WA,COWS_HEIFERS,177.8
1992,TAS,COWS_HEIFERS,93.6
1992,NSW,CATTLE,2077.4
1992,VIC,CATTLE,1587.5
1992,QLD,CATTLE,2799.5
1992,SA,CATTLE,395.8
1992,WA,CATTLE,423.8
1992,TAS,CATTLE,198.3
1992,NSW,CALVES,220.9
1992,VIC,CALVES,639.3
1992,QLD,CALVES,156.8
1992,SA,CALVES,9.4
1992,WA,CALVES,7.2
1992,TAS,CALVES,32.3
1992,NSW,SHEEP,6090.3
1992,VIC,SHEEP,4154.1
1992,QLD,SHEEP,1633.8
1992,SA,SHEEP,3238.1
1992,WA,SHEEP,3016.7
1992,TAS,SHEEP,446.7
1992,NSW,LAMBS,4683.7
1992,VIC,LAMBS,6320.8
1992,QLD,LAMBS,1016.1
1992,SA,LAMBS,1631.0
1992,WA,LAMBS,1238.3
1992,TAS,LAMBS,489.8
1992,NSW,PIGS,1546.0
1992,VIC,PIGS,1211.4
1992,QLD,PIGS,1156.1
1992,SA,PIGS,523.9
1992,WA,PIGS,526.2
1992,TAS,PIGS,84.8
1993,NSW,BULLS_BULLOCKS_STEERS,1072.7
1993,VIC,BULLS_BULLOCKS_STEERS,778.3
1993,QLD,BULLS_BULLOCKS_STEERS,1713.1
1993,SA,BULLS_BULLOCKS_STEERS,258.6
1993,WA,BULLS_BULLOCKS_STEERS,271.9
1993,TAS,BULLS_BULLOCKS_STEERS,99.0
1993,NSW,COWS_HEIFERS,985.5
1993,VIC,COWS_HEIFERS,587.5
1993,QLD,COWS_HEIFERS,1138.3
1993,SA,COWS_HEIFERS,149.7
1993,WA,COWS_HEIFERS,180.5
1993,TAS,COWS_HEIFERS,90.4
1993,NSW,CATTLE,2058.1
1993,VIC,CATTLE,1365.8
1993,QLD,CATTLE,2851.5
1993,SA,CATTLE,408.3
1993,WA,CATTLE,452.3
1993,TAS,CATTLE,189.4
1993,NSW,CALVES,224.2
1993,VIC,CALVES,608.5
1993,QLD,CALVES,153.8
1993,SA,CALVES,9.2
1993,WA,CALVES,4.6
1993,TAS,CALVES,32.7
1993,NSW,SHEEP,5233.6
1993,VIC,SHEEP,3722.6
1993,QLD,SHEEP,1389.2
1993,SA,SHEEP,2769.7
1993,WA,SHEEP,3752.3
1993,TAS,SHEEP,473.4
1993,NSW,LAMBS,4140.2
1993,VIC,LAMBS,6288.1
1993,QLD,LAMBS,648.0
1993,SA,LAMBS,2062.3
1993,WA,LAMBS,1480.8
1993,TAS,LAMBS,456.5
1993,NSW,PIGS,1480.5
1993,VIC,PIGS,1243.0
1993,QLD,PIGS,1155.3
1993,SA,PIGS,568.2
1993,WA,PIGS,567.6
1993,TAS,PIGS,92.5
1994,NSW,BULLS_BULLOCKS_STEERS,1008.5
1994,VIC,BULLS_BULLOCKS_STEERS,772.0
1994,QLD,BULLS_BULLOCKS_STEERS,1700.5
1994,SA,BULLS_BULLOCKS_STEERS,199.0
1994,WA,BULLS_BULLOCKS_STEERS,271.2
1994,TAS,BULLS_BULLOCKS_STEERS,101.8
1994,NSW,COWS_HEIFERS,979.4
1994,VIC,COWS_HEIFERS,622.0
1994,QLD,COWS_HEIFERS,1081.4
1994,SA,COWS_HEIFERS,201.4
1994,WA,COWS_HEIFERS,167.6
1994,TAS,COWS_HEIFERS,85.2
1994,NSW,CATTLE,1987.9
1994,VIC,CATTLE,1393.9
1994,QLD,CATTLE,2781.8
1994,SA,CATTLE,400.3
1994,WA,CATTLE,438.8
1994,TAS,CATTLE,187.0
1994,NSW,CALVES,221.4
1994,VIC,CALVES,583.4
1994,QLD,CALVES,148.7
1994,SA,CALVES,8.8
1994,WA,CALVES,4.4
1994,TAS,CALVES,23.2
1994,NSW,SHEEP,6066.9
1994,VIC,SHEEP,3975.9
1994,QLD,SHEEP,1046.2
1994,SA,SHEEP,3078.3
1994,WA,SHEEP,2952.2
1994,TAS,SHEEP,526.1
1994,NSW,LAMBS,3991.7
1994,VIC,LAMBS,5600.8
1994,QLD,LAMBS,742.5
1994,SA,LAMBS,2363.8
1994,WA,LAMBS,1553.2
1994,TAS,LAMBS,437.8
1994,NSW,PIGS,1490.9
1994,VIC,PIGS,1372.0
1994,QLD,PIGS,1207.9
1994,SA,PIGS,562.1
1994,WA,PIGS,550.4
1994,TAS,PIGS,95.8
1995,NSW,BULLS_BULLOCKS_STEERS,1105.6
1995,VIC,BULLS_BULLOCKS_STEERS,782.7
1995,QLD,BULLS_BULLOCKS_STEERS,1597.1
1995,SA,BULLS_BULLOCKS_STEERS,206.1
1995,WA,BULLS_BULLOCKS_STEERS,244.0
1995,TAS,BULLS_BULLOCKS_STEERS,111.2
1995,NSW,COWS_HEIFERS,943.4
1995,VIC,COWS_HEIFERS,684.6
1995,QLD,COWS_HEIFERS,960.7
1995,SA,COWS_HEIFERS,218.1
1995,WA,COWS_HEIFERS,186.4
1995,TAS,COWS_HEIFERS,96.7
1995,NSW,CATTLE,2049.0
1995,VIC,CATTLE,1467.3
1995,QLD,CATTLE,2557.8
1995,SA,CATTLE,424.3
1995,WA,CATTLE,430.5
1995,TAS,CATTLE,207.9
1995,NSW,CALVES,248.3
1995,VIC,CALVES,635.6
1995,QLD,CALVES,117.1
1995,SA,CALVES,12.0
1995,WA,CALVES,3.8
1995,TAS,CALVES,28.8
1995,NSW,SHEEP,6577.8
1995,VIC,SHEEP,3229.6
1995,QLD,SHEEP,770.9
1995,SA,SHEEP,3114.4
1995,WA,SHEEP,3088.1
1995,TAS,SHEEP,569.3
1995,NSW,LAMBS,4133.7
1995,VIC,LAMBS,6303.2
1995,QLD,LAMBS,608.7
1995,SA,LAMBS,1914.8
1995,WA,LAMBS,1463.7
1995,TAS,LAMBS,477.2
1995,NSW,PIGS,1505.4
1995,VIC,PIGS,1394.8
1995,QLD,PIGS,1154.4
1995,SA,PIGS,469.6
1995,WA,PIGS,604.1
1995,TAS,PIGS,92.9
1996,NSW,BULLS_BULLOCKS_STEERS,1024.0
1996,VIC,BULLS_BULLOCKS_STEERS,946.9
1996,QLD,BULLS_BULLOCKS_STEERS,1505.8
1996,SA,BULLS_BULLOCKS_STEERS,180.4
1996,WA,BULLS_BULLOCKS_STEERS,218.0
1996,TAS,BULLS_BULLOCKS_STEERS,95.4
1996,NSW,COWS_HEIFERS,939.1
1996,VIC,COWS_HEIFERS,576.7
1996,QLD,COWS_HEIFERS,901.2
1996,SA,COWS_HEIFERS,194.1
1996,WA,COWS_HEIFERS,181.9
1996,TAS,COWS_HEIFERS,88.9
1996,NSW,CATTLE,1963.1
1996,VIC,CATTLE,1523.6
1996,QLD,CATTLE,2406.9
1996,SA,CATTLE,374.5
1996,WA,CATTLE,399.9
1996,TAS,CATTLE,184.2
1996,NSW,CALVES,244.2
1996,VIC,CALVES,589.8
1996,QLD,CALVES,91.2
1996,SA,CALVES,12.6
1996,WA,CALVES,3.2
1996,TAS,CALVES,41.4
1996,NSW,SHEEP,5680.4
1996,VIC,SHEEP,2488.0
1996,QLD,SHEEP,727.5
1996,SA,SHEEP,2370.5
1996,WA,SHEEP,2833.3
1996,TAS,SHEEP,349.7
1996,NSW,LAMBS,3417.3
1996,VIC,LAMBS,5897.7
1996,QLD,LAMBS,695.3
1996,SA,LAMBS,1905.2
1996,WA,LAMBS,1594.0
1996,TAS,LAMBS,393.3
1996,NSW,PIGS,1408.0
1996,VIC,PIGS,1335.5
1996,QLD,PIGS,1080.0
1996,SA,PIGS,466.8
1996,WA,PIGS,562.8
1996,TAS,PIGS,86.5
1997,NSW,BULLS_BULLOCKS_STEERS,1073.3
1997,VIC,BULLS_BULLOCKS_STEERS,898.7
1997,QLD,BULLS_BULLOCKS_STEERS,1509.3
1997,SA,BULLS_BULLOCKS_STEERS,171.1
1997,WA,BULLS_BULLOCKS_STEERS,192.3
1997,TAS,BULLS_BULLOCKS_STEERS,109.4
1997,NSW,COWS_HEIFERS,966.9
1997,VIC,COWS_HEIFERS,777.2
1997,QLD,COWS_HEIFERS,1008.5
1997,SA,COWS_HEIFERS,197.6
1997,WA,COWS_HEIFERS,214.5
1997,TAS,COWS_HEIFERS,93.2
1997,NSW,CATTLE,2040.2
1997,VIC,CATTLE,1675.9
1997,QLD,CATTLE,2517.9
1997,SA,CATTLE,368.7
1997,WA,CATTLE,406.8
1997,TAS,CATTLE,202.6
1997,NSW,CALVES,257.4
1997,VIC,CALVES,697.3
1997,QLD,CALVES,120.9
1997,SA,CALVES,15.7
1997,WA,CALVES,5.6
1997,TAS,CALVES,43.5
1997,NSW,SHEEP,5241.3
1997,VIC,SHEEP,2806.6
1997,QLD,SHEEP,977.3
1997,SA,SHEEP,2311.8
1997,WA,SHEEP,2635.2
1997,TAS,SHEEP,367.7
1997,NSW,LAMBS,3621.4
1997,VIC,LAMBS,5978.9
1997,QLD,LAMBS,785.1
1997,SA,LAMBS,1754.0
1997,WA,LAMBS,2081.2
1997,TAS,LAMBS,358.2
1997,NSW,PIGS,1338.4
1997,VIC,PIGS,1397.2
1997,QLD,PIGS,1002.3
1997,SA,PIGS,427.4
1997,WA,PIGS,550.2
1997,TAS,PIGS,73.3
1998,NSW,BULLS_BULLOCKS_STEERS,956.5
1998,VIC,BULLS_BULLOCKS_STEERS,901.4
1998,QLD,BULLS_BULLOCKS_STEERS,1660.9
1998,SA,BULLS_BULLOCKS_STEERS,169.6
1998,WA,BULLS_BULLOCKS_STEERS,196.0
1998,TAS,BULLS_BULLOCKS_STEERS,93.4
1998,NSW,COWS_HEIFERS,1182.1
1998,VIC,COWS_HEIFERS,896.6
1998,QLD,COWS_HEIFERS,1353.7
1998,SA,COWS_HEIFERS,202.8
1998,WA,COWS_HEIFERS,252.1
1998,TAS,COWS_HEIFERS,123.6
1998,NSW,CATTLE,2138.6
1998,VIC,CATTLE,1798.0
1998,QLD,CATTLE,3014.6
1998,SA,CATTLE,372.4
1998,WA,CATTLE,448.1
1998,TAS,CATTLE,217.0
1998,NSW,CALVES,306.2
1998,VIC,CALVES,767.2
1998,QLD,CALVES,114.9
1998,SA,CALVES,20.2
1998,WA,CALVES,5.6
1998,TAS,CALVES,53.9
1998,NSW,SHEEP,5902.7
1998,VIC,SHEEP,3285.6
1998,QLD,SHEEP,1277.1
1998,SA,SHEEP,2655.0
1998,WA,SHEEP,2717.4
1998,TAS,SHEEP,461.0
1998,NSW,LAMBS,3695.2
1998,VIC,LAMBS,6385.7
1998,QLD,LAMBS,765.7
1998,SA,LAMBS,1865.8
1998,WA,LAMBS,1856.5
1998,TAS,LAMBS,423.3
1998,NSW,PIGS,1392.0
1998,VIC,PIGS,1567.7
1998,QLD,PIGS,1082.7
1998,SA,PIGS,413.8
1998,WA,PIGS,550.0
1998,TAS,PIGS,78.1
1999,NSW,BULLS_BULLOCKS_STEERS,780.9
1999,VIC,BULLS_BULLOCKS_STEERS,852.1
1999,QLD,BULLS_BULLOCKS_STEERS,1808.0
1999,SA,BULLS_BULLOCKS_STEERS,123.1
1999,WA,BULLS_BULLOCKS_STEERS,197.9
1999,TAS,BULLS_BULLOCKS_STEERS,94.8
1999,NSW,COWS_HEIFERS,1113.6
1999,VIC,COWS_HEIFERS,899.2
1999,QLD,COWS_HEIFERS,1499.1
1999,SA,COWS_HEIFERS,154.7
1999,WA,COWS_HEIFERS,240.8
1999,TAS,COWS_HEIFERS,116.3
1999,NSW,CATTLE,1894.5
1999,VIC,CATTLE,1751.3
1999,QLD,CATTLE,3307.0
1999,SA,CATTLE,277.8
1999,WA,CATTLE,438.7
1999,TAS,CATTLE,211.1
1999,NSW,CALVES,242.6
1999,VIC,CALVES,714.4
1999,QLD,CALVES,112.3
1999,SA,CALVES,19.9
1999,WA,CALVES,6.4
1999,TAS,CALVES,61.0
1999,NSW,SHEEP,5583.2
1999,VIC,SHEEP,3079.6
1999,QLD,SHEEP,1333.8
1999,SA,SHEEP,2018.3
1999,WA,SHEEP,2672.2
1999,TAS,SHEEP,439.9
1999,NSW,LAMBS,3913.2
1999,VIC,LAMBS,6699.4
1999,QLD,LAMBS,756.5
1999,SA,LAMBS,2153.5
1999,WA,LAMBS,2076.4
1999,TAS,LAMBS,480.1
1999,NSW,PIGS,1347.1
1999,VIC,PIGS,1572.8
1999,QLD,PIGS,1132.4
1999,SA,PIGS,465.8
1999,WA,PIGS,568.7
1999,TAS,PIGS,81.2
2000,NSW,BULLS_BULLOCKS_STEERS,755.4
2000,VIC,BULLS_BULLOCKS_STEERS,710.0
2000,QLD,BULLS_BULLOCKS_STEERS,1958.2
2000,SA,BULLS_BULLOCKS_STEERS,169.5
2000,WA,BULLS_BULLOCKS_STEERS,181.5
2000,TAS,BULLS_BULLOCKS_STEERS,109.0
2000,NSW,COWS_HEIFERS,969.4
2000,VIC,COWS_HEIFERS,813.8
2000,QLD,COWS_HEIFERS,1354.2
2000,SA,COWS_HEIFERS,145.2
2000,WA,COWS_HEIFERS,212.4
2000,TAS,COWS_HEIFERS,108.9
2000,NSW,CATTLE,1724.8
2000,VIC,CATTLE,1523.8
2000,QLD,CATTLE,3312.5
2000,SA,CATTLE,314.7
2000,WA,CATTLE,393.9
2000,TAS,CATTLE,217.9
2000,NSW,CALVES,211.0
2000,VIC,CALVES,678.5
2000,QLD,CALVES,141.7
2000,SA,CALVES,17.6
2000,WA,CALVES,10.5
2000,TAS,CALVES,62.1
2000,NSW,SHEEP,5385.6
2000,VIC,SHEEP,3816.0
2000,QLD,SHEEP,1423.9
2000,SA,SHEEP,1223.8
2000,WA,SHEEP,3418.1
2000,TAS,SHEEP,589.9
2000,NSW,LAMBS,4059.0
2000,VIC,LAMBS,7144.5
2000,QLD,LAMBS,917.6
2000,SA,LAMBS,2634.7
2000,WA,LAMBS,2345.0
2000,TAS,LAMBS,456.3
2000,NSW,PIGS,1408.2
2000,VIC,PIGS,1443.7
2000,QLD,PIGS,1111.2
2000,SA,PIGS,469.2
2000,WA,PIGS,513.9
2000,TAS,PIGS,70.1
2001,NSW,BULLS_BULLOCKS_STEERS,767.1
2001,VIC,BULLS_BULLOCKS_STEERS,632.0
2001,QLD,BULLS_BULLOCKS_STEERS,2266.6
2001,SA,BULLS_BULLOCKS_STEERS,179.7
2001,WA,BULLS_BULLOCKS_STEERS,187.0
2001,TAS,BULLS_BULLOCKS_STEERS,90.2
2001,NSW,COWS_HEIFERS,1060.8
2001,VIC,COWS_HEIFERS,891.9
2001,QLD,COWS_HEIFERS,1390.1
2001,SA,COWS_HEIFERS,137.0
2001,WA,COWS_HEIFERS,228.4
2001,TAS,COWS_HEIFERS,94.2
2001,NSW,CATTLE,1827.9
2001,VIC,CATTLE,1523.9
2001,QLD,CATTLE,3656.6
2001,SA,CATTLE,316.7
2001,WA,CATTLE,415.4
2001,TAS,CATTLE,184.4
2001,NSW,CALVES,226.0
2001,VIC,CALVES,608.9
2001,QLD,CALVES,135.1
2001,SA,CALVES,11.6
2001,WA,CALVES,5.6
2001,TAS,CALVES,49.7
2001,NSW,SHEEP,5857.6
2001,VIC,SHEEP,4193.3
2001,QLD,SHEEP,1489.2
2001,SA,SHEEP,1488.2
2001,WA,SHEEP,3235.0
2001,TAS,SHEEP,364.7
2001,NSW,LAMBS,4203.2
2001,VIC,LAMBS,8090.0
2001,QLD,LAMBS,1024.1
2001,SA,LAMBS,2875.1
2001,WA,LAMBS,2020.0
2001,TAS,LAMBS,416.1
2001,NSW,PIGS,1739.5
2001,VIC,PIGS,1065.6
2001,QLD,PIGS,1078.4
2001,SA,PIGS,525.7
2001,WA,PIGS,542.6
2001,TAS,PIGS,57.6
2002,NSW,BULLS_BULLOCKS_STEERS,820.5
2002,VIC,BULLS_BULLOCKS_STEERS,630.6
2002,QLD,BULLS_BULLOCKS_STEERS,2150.0
2002,SA,BULLS_BULLOCKS_STEERS,182.0
2002,WA,BULLS_BULLOCKS_STEERS,137.7
2002,TAS,BULLS_BULLOCKS_STEERS,80.6
2002,NSW,COWS_HEIFERS,992.1
2002,VIC,COWS_HEIFERS,800.6
2002,QLD,COWS_HEIFERS,1364.2
2002,SA,COWS_HEIFERS,150.6
2002,WA,COWS_HEIFERS,230.6
2002,TAS,COWS_HEIFERS,79.4
2002,NSW,CATTLE,1812.6
2002,VIC,CATTLE,1431.1
2002,QLD,CATTLE,3514.1
2002,SA,CATTLE,332.6
2002,WA,CATTLE,368.3
2002,TAS,CATTLE,160.0
2002,NSW,CALVES,205.7
2002,VIC,CALVES,597.0
2002,QLD,CALVES,99.7
2002,SA,CALVES,9.6
2002,WA,CALVES,6.0
2002,TAS,CALVES,44.6
2002,NSW,SHEEP,5712.7
2002,VIC,SHEEP,3819.5
2002,QLD,SHEEP,1334.0
2002,SA,SHEEP,1337.7
2002,WA,SHEEP,1961.3
2002,TAS,SHEEP,275.8
2002,NSW,LAMBS,4558.8
2002,VIC,LAMBS,6997.4
2002,QLD,LAMBS,627.6
2002,SA,LAMBS,2933.4
2002,WA,LAMBS,1856.6
2002,TAS,LAMBS,426.4
2002,NSW,PIGS,1885.0
2002,VIC,PIGS,1042.1
2002,QLD,PIGS,1133.7
2002,SA,PIGS,690.0
2002,WA,PIGS,591.4
2002,TAS,PIGS,53.1
2003,NSW,BULLS_BULLOCKS_STEERS,961.6
2003,VIC,BULLS_BULLOCKS_STEERS,630.0
2003,QLD,BULLS_BULLOCKS_STEERS,1993.7
2003,SA,BULLS_BULLOCKS_STEERS,166.6
2003,WA,BULLS_BULLOCKS_STEERS,173.4
2003,TAS,BULLS_BULLOCKS_STEERS,79.9
2003,NSW,COWS_HEIFERS,968.9
2003,VIC,COWS_HEIFERS,1020.5
2003,QLD,COWS_HEIFERS,1521.6
2003,SA,COWS_HEIFERS,192.5
2003,WA,COWS_HEIFERS,255.9
2003,TAS,COWS_HEIFERS,112.9
2003,NSW,CATTLE,1930.5
2003,VIC,CATTLE,1650.4
2003,QLD,CATTLE,3515.2
2003,SA,CATTLE,359.1
2003,WA,CATTLE,429.3
2003,TAS,CATTLE,192.8
2003,NSW,CALVES,246.1
2003,VIC,CALVES,749.3
2003,QLD,CALVES,92.1
2003,SA,CALVES,11.0
2003,WA,CALVES,5.3
2003,TAS,CALVES,41.2
2003,NSW,SHEEP,5282.2
2003,VIC,SHEEP,3641.2
2003,QLD,SHEEP,1142.0
2003,SA,SHEEP,1431.8
2003,WA,SHEEP,1771.8
2003,TAS,SHEEP,388.3
2003,NSW,LAMBS,4388.8
2003,VIC,LAMBS,6904.8
2003,QLD,LAMBS,340.3
2003,SA,LAMBS,2841.1
2003,WA,LAMBS,2021.0
2003,TAS,LAMBS,374.0
2003,NSW,PIGS,1860.6
2003,VIC,PIGS,1033.2
2003,QLD,PIGS,1234.8
2003,SA,PIGS,884.1
2003,WA,PIGS,672.3
2003,TAS,PIGS,47.7
2004,NSW,BULLS_BULLOCKS_STEERS,794.0
2004,VIC,BULLS_BULLOCKS_STEERS,613.5
2004,QLD,BULLS_BULLOCKS_STEERS,2049.9
2004,SA,BULLS_BULLOCKS_STEERS,178.6
2004,WA,BULLS_BULLOCKS_STEERS,200.4
2004,TAS,BULLS_BULLOCKS_STEERS,98.3
2004,NSW,COWS_HEIFERS,822.2
2004,VIC,COWS_HEIFERS,943.1
2004,QLD,COWS_HEIFERS,1514.4
2004,SA,COWS_HEIFERS,164.4
2004,WA,COWS_HEIFERS,262.5
2004,TAS,COWS_HEIFERS,106.5
2004,NSW,CATTLE,1616.1
2004,VIC,CATTLE,1556.6
2004,QLD,CATTLE,3564.2
2004,SA,CATTLE,342.9
2004,WA,CATTLE,462.9
2004,TAS,CATTLE,204.7
2004,NSW,CALVES,221.9
2004,VIC,CALVES,659.2
2004,QLD,CALVES,84.7
2004,SA,CALVES,7.2
2004,WA,CALVES,4.7
2004,TAS,CALVES,47.3
2004,NSW,SHEEP,3310.0
2004,VIC,SHEEP,3078.9
2004,QLD,SHEEP,892.8
2004,SA,SHEEP,947.5
2004,WA,SHEEP,1845.4
2004,TAS,SHEEP,346.3
2004,NSW,LAMBS,4047.4
2004,VIC,LAMBS,6471.4
2004,QLD,LAMBS,261.5
2004,SA,LAMBS,2970.6
2004,WA,LAMBS,2391.8
2004,TAS,LAMBS,419.2
2004,NSW,PIGS,1751.1
2004,VIC,PIGS,973.1
2004,QLD,PIGS,1318.1
2004,SA,PIGS,820.9
2004,WA,PIGS,674.4
2004,TAS,PIGS,44.2
2005,NSW,BULLS_BULLOCKS_STEERS,925.8
2005,VIC,BULLS_BULLOCKS_STEERS,600.2
2005,QLD,BULLS_BULLOCKS_STEERS,2330.6
2005,SA,BULLS_BULLOCKS_STEERS,191.1
2005,WA,BULLS_BULLOCKS_STEERS,228.7
2005,TAS,BULLS_BULLOCKS_STEERS,109.2
2005,NSW,COWS_HEIFERS,774.6
2005,VIC,COWS_HEIFERS,915.5
2005,QLD,COWS_HEIFERS,1359.8
2005,SA,COWS_HEIFERS,168.0
2005,WA,COWS_HEIFERS,281.8
2005,TAS,COWS_HEIFERS,94.9
2005,NSW,CATTLE,1700.4
2005,VIC,CATTLE,1515.7
2005,QLD,CATTLE,3690.5
2005,SA,CATTLE,359.1
2005,WA,CATTLE,510.5
2005,TAS,CATTLE,204.1
2005,NSW,CALVES,201.2
2005,VIC,CALVES,539.0
2005,QLD,CALVES,73.3
2005,SA,CALVES,5.3
2005,WA,CALVES,4.3
2005,TAS,CALVES,44.1
2005,NSW,SHEEP,3548.4
2005,VIC,SHEEP,3465.4
2005,QLD,SHEEP,918.9
2005,SA,SHEEP,979.1
2005,WA,SHEEP,2205.2
2005,TAS,SHEEP,325.6
2005,NSW,LAMBS,4110.4
2005,VIC,LAMBS,6787.1
2005,QLD,LAMBS,287.2
2005,SA,LAMBS,3236.2
2005,WA,LAMBS,2466.7
2005,TAS,LAMBS,442.9
2005,NSW,PIGS,1614.6
2005,VIC,PIGS,847.3
2005,QLD,PIGS,1285.4
2005,SA,PIGS,894.8
2005,WA,PIGS,647.0
2005,TAS,PIGS,45.6
2006,NSW,BULLS_BULLOCKS_STEERS,915.3
2006,VIC,BULLS_BULLOCKS_STEERS,577.7
2006,QLD,BULLS_BULLOCKS_STEERS,2299.0
2006,SA,BULLS_BULLOCKS_STEERS,176.8
2006,WA,BULLS_BULLOCKS_STEERS,187.4
2006,TAS,BULLS_BULLOCKS_STEERS,81.1
2006,NSW,COWS_HEIFERS,675.0
2006,VIC,COWS_HEIFERS,803.6
2006,QLD,COWS_HEIFERS,1347.9
2006,SA,COWS_HEIFERS,148.0
2006,WA,COWS_HEIFERS,246.6
2006,TAS,COWS_HEIFERS,116.2
2006,NSW,CATTLE,1590.3
2006,VIC,CATTLE,1381.3
2006,QLD,CATTLE,3646.9
2006,SA,CATTLE,324.8
2006,WA,CATTLE,434.0
2006,TAS,CATTLE,197.3
2006,NSW,CALVES,204.6
2006,VIC,CALVES,505.2
2006,QLD,CALVES,62.3
2006,SA,CALVES,4.4
2006,WA,CALVES,3.7
2006,TAS,CALVES,40.2
2006,NSW,SHEEP,3707.5
2006,VIC,SHEEP,3722.0
2006,QLD,SHEEP,940.0
2006,SA,SHEEP,1061.9
2006,WA,SHEEP,2120.6
2006,TAS,SHEEP,277.7
2006,NSW,LAMBS,4227.3
2006,VIC,LAMBS,7613.5
2006,QLD,LAMBS,283.6
2006,SA,LAMBS,3231.2
2006,WA,LAMBS,2798.4
2006,TAS,LAMBS,511.6
2006,NSW,PIGS,1633.1
2006,VIC,PIGS,777.8
2006,QLD,PIGS,1292.9
2006,SA,PIGS,1018.9
2006,WA,PIGS,599.2
2006,TAS,PIGS,41.8
2007,NSW,BULLS_BULLOCKS_STEERS,941.3
2007,VIC,BULLS_BULLOCKS_STEERS,634.5
2007,QLD,BULLS_BULLOCKS_STEERS,2357.2
2007,SA,BULLS_BULLOCKS_STEERS,179.4
2007,WA,BULLS_BULLOCKS_STEERS,189.0
2007,TAS,BULLS_BULLOCKS_STEERS,88.5
2007,NSW,COWS_HEIFERS,808.7
2007,VIC,COWS_HEIFERS,932.7
2007,QLD,COWS_HEIFERS,1474.1
2007,SA,COWS_HEIFERS,162.5
2007,WA,COWS_HEIFERS,259.7
2007,TAS,COWS_HEIFERS,129.1
2007,NSW,CATTLE,1750.0
2007,VIC,CATTLE,1567.2
2007,QLD,CATTLE,3831.3
2007,SA,CATTLE,341.9
2007,WA,CATTLE,448.7
2007,TAS,CATTLE,217.5
2007,NSW,CALVES,232.1
2007,VIC,CALVES,574.7
2007,QLD,CALVES,61.9
2007,SA,CALVES,4.9
2007,WA,CALVES,3.7
2007,TAS,CALVES,40.8
2007,NSW,SHEEP,3888.6
2007,VIC,SHEEP,3978.0
2007,QLD,SHEEP,1000.2
2007,SA,SHEEP,1414.0
2007,WA,SHEEP,2613.8
2007,TAS,SHEEP,376.5
2007,NSW,LAMBS,4457.5
2007,VIC,LAMBS,9099.9
2007,QLD,LAMBS,327.0
2007,SA,LAMBS,3251.5
2007,WA,LAMBS,2523.2
2007,TAS,LAMBS,499.3
2007,NSW,PIGS,1601.4
2007,VIC,PIGS,788.0
2007,QLD,PIGS,1269.7
2007,SA,PIGS,1047.3
2007,WA,PIGS,568.1
2007,TAS,PIGS,42.7
2008,NSW,BULLS_BULLOCKS_STEERS,917.1
2008,VIC,BULLS_BULLOCKS_STEERS,577.0
2008,QLD,BULLS_BULLOCKS_STEERS,2170.0
2008,SA,BULLS_BULLOCKS_STEERS,161.0
2008,WA,BULLS_BULLOCKS_STEERS,207.9
2008,TAS,BULLS_BULLOCKS_STEERS,76.8
2008,NSW,COWS_HEIFERS,846.7
2008,VIC,COWS_HEIFERS,939.7
2008,QLD,COWS_HEIFERS,1383.2
2008,SA,COWS_HEIFERS,146.7
2008,WA,COWS_HEIFERS,271.9
2008,TAS,COWS_HEIFERS,135.4
2008,NSW,CATTLE,1763.8
2008,VIC,CATTLE,1516.7
2008,QLD,CATTLE,3553.2
2008,SA,CATTLE,307.7
2008,WA,CATTLE,479.8
2008,TAS,CATTLE,212.2
2008,NSW,CALVES,175.6
2008,VIC,CALVES,567.6
2008,QLD,CALVES,45.9
2008,SA,CALVES,3.7
2008,WA,CALVES,2.4
2008,TAS,CALVES,50.9
2008,NSW,SHEEP,2714.6
2008,VIC,SHEEP,3395.9
2008,QLD,SHEEP,723.5
2008,SA,SHEEP,1232.2
2008,WA,SHEEP,2775.4
2008,TAS,SHEEP,316.4
2008,NSW,LAMBS,4541.7
2008,VIC,LAMBS,9058.4
2008,QLD,LAMBS,402.1
2008,SA,LAMBS,3665.7
2008,WA,LAMBS,2371.7
2008,TAS,LAMBS,489.7
2008,NSW,PIGS,1491.6
2008,VIC,PIGS,675.0
2008,QLD,PIGS,1275.7
2008,SA,PIGS,1139.3
2008,WA,PIGS,549.8
2008,TAS,PIGS,40.0
2009,NSW,BULLS_BULLOCKS_STEERS,881.4
2009,VIC,BULLS_BULLOCKS_STEERS,504.6
2009,QLD,BULLS_BULLOCKS_STEERS,2126.0
2009,SA,BULLS_BULLOCKS_STEERS,159.3
